text,label,subject
"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.",1,"energy,environment,foreign-policy"
"The federal government may put 16,500 IRS agents in charge of policing President Obamas health care bill.",1,"federal-budget,government-efficiency,health-care,taxes"
"More than a quarter of mortgage borrowers are underwater, and 11 percent of all homes are vacant.",1,"economy,housing"
Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,1,"immigration,terrorism"
"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.",1,"children,economy,education,health-care"
"When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.",1,immigration
"I did very well with young people in Ohio, Massachusetts, California.",1,elections
Says opponent Tammy Baldwin has had not one positive ad in the campaign for U.S. Senate.,1,"elections,campaign-advertising"
Says Indiana Gov. Mike Pence denies that theres such a thing as evolution.,1,"religion,science"
"Countries with a higher minimum wage than the United States $7.25 an hour include Denmark at $21, Australia at$15.81, Germany at$11and France at$12.35.",1,"economy,workers"
"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.",1,"economy,stimulus"
"Says Sen. John McCain told dreamers that hell support the Dream Act, then he voted against it.",1,immigration
"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.",1,health-care
"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she was afraid it would help Democrats, showing outrageous partisan bias.",1,"bipartisanship,city-government,education,elections"
"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""",1,"federal-budget,health-care"
"In the period from 2007 to 2011, the Office of Health Insurance Commissioner reported an 18 percent decline in the states total medical spending.",1,health-care
Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.,1,"economy,immigration,jobs"
Georgias illegal-immigration legislation simply follows existing federal law.,1,immigration
Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,1,"education,immigration"
"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.",1,"economy,small-business"
When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,1,"economy,state-budget"
Employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle.,1,"education,government-regulation,human-rights,legal-issues,privacy,technology,unions,workers"
"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.",1,"campaign-finance,elections"
"One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.",1,"candidates-biography,immigration,taxes"
The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,1,"economy,job-accomplishments,state-finances"
"Says Canada has one-tenth of our populationyet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).",1,"corrections-and-updates,immigration"
"The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.",1,economy
Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,1,"corporations,economy,federal-budget,financial-regulation,housing,transportation"
"Says Charlie Crist wants felons who commit a heinous crime such as intentional permanent disfigurement of a child, you walk out of jail, you immediately get to vote.",1,"crime,elections"
"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",1,economy
Says Congressman Steve Rothman voted against funding for President Barack Obamas auto bailout and would have let automakers go bankrupt.,1,"economy,message-machine-2012"
In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.,1,"health-care,history,message-machine-2012"
Says Ted Cruz supports legalizing people who are in this country illegally.,1,immigration
"So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.",1,"economy,stimulus"
Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,1,"candidates-biography,debt,deficit,economy,jobs"
"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.",1,"economy,history,jobs,message-machine-2012,states"
"The insurance companies are making that choice (to cancel or change policies), not the president.",1,"corrections-and-updates,health-care"
"Says state budget deal between Texas House and Senate leaders funds nursing homes, our public schools and universities and provides financial aid for college students.",1,"education,health-care,state-budget"
Massachusetts is reporting a trend far below the national trend in the escalation of health-care costs in this year.,1,"health-care,medicaid,medicare,public-health"
"In her first appellate argument, Ms. Kagan told the court that the speech and press guarantees in the First Amendment would allow the federal government to ban the publication of pamphlets discussing political issues before an election.",1,"campaign-finance,elections,kagan-nomination"
A recent study found that cities where Uber operates have 3.6%-5.6% fewer drunk driving deaths than cities without access to ridesharing.,1,"economy,transportation"
"Women still do not get paid as much as men, even for the same work, period.",1,"economy,women"
Florida led the nation in job creation while Bush was governor.,1,"candidates-biography,economy,florida"
A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,1,"education,elections,health-care,state-budget"
We are within the margin of error.,1,elections
Whales live as long at SeaWorld as they do in the wild.,1,"animals,science,tourism"
Ninety million Americans either arent working or arent looking for work.,1,economy
Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,1,"health-care,medicare"
"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.",1,"children,crime,criminal-justice,technology"
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",1,"economy,government-regulation,health-care,history,market-regulation"
"Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself from the case challenging the constitutionality of the health care law.",1,"ethics,health-care,supreme-court"
"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",1,immigration
Ben Bernanke has been the most inflationary chairman in the history of the Federal Reserve.,1,economy
Says there are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform.,1,"health-care,medicare"
"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",1,"economy,federal-budget,medicare,retirement,social-security,taxes"
Our president has labeled Americans as soft.,1,economy
"Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.",1,"elections,history,polls"
"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.",1,"children,economy,families,jobs,poverty"
"My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.",1,"economy,housing"
"Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.",1,"economy,immigration,jobs"
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",1,"congress,deficit,economy,federal-budget"
"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent.",1,"corrections-and-updates,health-care,public-health,states"
"In Rick Perrys Texas, we import nurses ... from other countries.",1,health-care
"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund.",1,"economy,pensions,state-budget"
On running for Senate if Jim Webb retires.,1,elections
Says Texas has the nations most uninsured residents.,1,health-care
Do you know what the second sport with the most concussions is? Womens soccer And the third most dangerous sport? Cheerleading.,1,"health-care,sports,women"
53 percent of Americans cut back on their health care in the last year because of costs.,1,health-care
Says Sen. Ted Cruz used to be in favor of birthright citizenship but is now against it.,1,immigration
"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""",1,"federal-budget,health-care"
"Last year, out of the 500,000 (in) population growth we had in the state of Texas, about 250,000 of the 500,000 came to Texas... from the other 49 states.",1,"economy,immigration"
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",1,"health-care,medicare"
Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,1,"health-care,medicare"
The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.,1,"agriculture,environment,market-regulation,water"
Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,1,elections
"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",1,economy
The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,1,"energy,environment,jobs"
"Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.",1,"economy,energy,environment"
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",1,"economy,job-accomplishments,message-machine"
"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",1,economy
Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,1,"environment,taxes"
Claims Joe Biden said coal is more dangerous than terrorists.,1,"economy,energy,environment,jobs"
"We win when voter turnout is high, we lose when it is low.",1,elections
Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,1,"environment,government-efficiency"
"Stabilizing the recent financial crisis will cost less than 1 percent of GDP, which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.",1,"bankruptcy,economy,federal-budget,financial-regulation,job-accomplishments,market-regulation"
Law enforcement in the state of Arizona supports the state's new immigration law.,1,immigration
We know this now. The banks no longer loan (Donald Trump) money because hes a terrible risk. So he goes to these (Russian) oligarchs and borrows money.,1,"corrections-and-updates,economy,history,income,job-accomplishments,transparency,wealth"
"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",1,"city-budget,economy,state-budget,taxes"
Were the only advanced democracy in the world that makes it harder for people to vote.,1,"elections,states"
"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",1,environment
"If there were not derivatives, there would be no bank loans at all today.",1,"corporations,economy,financial-regulation"
Medicare is going broke. The trust fund goes bankrupt in 2026.,1,"federal-budget,health-care,medicare,retirement,taxes"
"832,000 people lost their job while (Charlie Crist was)governor.",1,"economy,jobs"
It is a fact that the economy does better when we have a Democrat in the White House.,1,economy
"Mayor Tom Barretts policies drove unemployment up 27 percent in Milwaukee, pushing it to one of Americas 10 worst cities for unemployment.",1,"city-budget,economy,jobs"
Says Barack Obama told the U.S. Coast Guard Academy that the number one threat to the military and the world today is global warming.,1,"climate-change,environment,foreign-policy,homeland-security,military,terrorism"
Unemployment rate dropped in every state that elected a Republican gov. in 2010,1,"economy,jobs,states"
The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,1,elections
"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",1,economy
"Under Barack Obama, the U.S. now has the lowest workforce since (President Jimmy) Carter.",1,"economy,history,jobs,message-machine-2012"
"In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.",1,elections
On whether humans contribute to global warming,1,"climate-change,environment"
Ohio taxpayers spent more than $67 million for the year on food stamps and Medicaid for Wal-Mart workers,1,"health-care,state-budget"
The economy always does better when theres a Democrat in the White House.,1,economy
Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,1,environment
Says Mitt Romney wants to get rid of Planned Parenthood.,1,"abortion,federal-budget,health-care"
AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,1,"economy,government-regulation,jobs,market-regulation,small-business"
Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.,1,health-care
"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",1,"environment,government-regulation,water"
The American people support defunding Obamacare and oppose shutting down the government.,1,health-care
"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",1,health-care
That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,1,"economy,pundits,stimulus"
"If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.",1,"health-care,unions"
"For middle-class families under the Baucus plan, 13 percent of what they make could be deducted directly from their paychecks . . . the so-called Max Tax.",1,"health-care,pundits,taxes"
"A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.",1,"education,elections"
"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.",1,"climate-change,energy,environment,message-machine,oil-spill"
The United States has the best health care delivery system in the world.,1,health-care
The Export-Import Bank doesnt cost taxpayers anything.,1,"congress,corporations,deficit,economy,federal-budget,financial-regulation,foreign-policy,taxes"
The passage of the teacher tenure bill in the Fla. Legislature was like the health care bill in Congress because one party jammed it through.,1,"education,health-care"
The new health care law will cut $500 billion from Medicare. That will hurt the quality of our care.,1,"health-care,medicare,message-machine"
"Women take birth control, more than half of them, as a medication for other conditions.",1,"abortion,health-care,sexuality"
The dollar has fallen over 44% since Bernanke began pumping money into the system beginning back in 2002.,1,economy
President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,1,"health-care,medicare"
The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,1,"china,climate-change,environment,foreign-policy"
The Senate version of the health care reform bill allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.,1,"abortion,health-care"
"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",1,health-care
"When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.",1,immigration
The (health care) law does not demand that all of these cancellations go out.,1,health-care
To use money from the TARP fund in the manner that is being discussed by the White House and congressional Democrats would be a violation of the law.,1,"economy,federal-budget,stimulus"
Says Mark Udall decided Obamacare. ... He passed Obamacare with his vote.,1,"health-care,voting-record"
"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",1,"crime,immigration"
Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.,1,"abortion,health-care"
Volunteer firefighters and communities they serve in Georgia and elsewhere are being devastated by Obamacare.,1,health-care
Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,1,"health-care,medicare"
U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,1,"immigration,jobs"
Says Donald Trump has given more money to Democratic candidates than Republican candidates.,1,"campaign-finance,elections"
Says Donald Trump is against minimum wage.,1,"economy,jobs,workers"
"Says that several times in the last 15 years, Austin City Council candidates have won seats after trailing by more than 4,000 votes in the election prompting the runoff.",1,"city-government,elections,history"
"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",1,"federal-budget,health-care,state-budget"
To abide by Environmental Protection Agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle.,1,"environment,market-regulation,water"
"Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.",1,"economy,government-efficiency,jobs,small-business,state-budget,state-finances,states,taxes,tourism,workers"
In this country we have more natural gas than Saudi Arabia has oil.,1,"energy,environment"
Says Charlie Crist could have expanded Medicaid after the health care law passed but didnt.,1,"florida,health-care,medicaid"
"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.",1,"environment,government-regulation"
"Mike Dovillas big ideas like expanding the Ohio Motion Picture Tax Credit, which helped bring films like The Avengers to Cleveland, have helped make our state No. 1 in the Midwest for job creation.",1,"economy,job-accomplishments,jobs"
"Last month, more Americans stopped looking for a job than found one.",1,"economy,jobs"
Says bag litter increased after San Francisco banned single-use shopping bags.,1,environment
CEOs now earn 431 times what their workers earn.,1,"corporations,economy,financial-regulation,income,workers"
"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",1,"economy,history,jobs,labor,stimulus,workers"
John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.,1,"congress,environment"
"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",1,economy
"In Florida, Sen. Bill Nelson ... got a $25 billion to $30 billion carve-out for Medicare Advantage patients in their state.",1,"florida,health-care,medicare"
"As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.",1,"elections,states"
"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",1,"economy,federal-budget,message-machine,stimulus,taxes,voting-record"
Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.,1,"health-care,veterans"
"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two.",1,"civil-rights,elections,history,human-rights,legal-issues"
"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",1,"health-care,medicare"
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,1,"elections,immigration"
Says he created more than 500 American jobs.,1,"candidates-biography,economy,message-machine"
"The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.",1,"economy,financial-regulation,history,taxes"
"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.",1,"health-care,workers"
"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",1,health-care
ICE just endorsed me.,1,"homeland-security,immigration"
"Did you know under President Obama family health care premiums have increased $4,154 on the average?",1,health-care
"Low-flow toilets can cost homeowners up to $1,000 each.",1,environment
Two thirds to three quarters of people without [health] insurance in Rhode Island work.,1,"health-care,poverty,public-health,welfare"
I have won more elections than any chairman since 1938.,1,"campaign-finance,elections"
"Says the Congressional Budget Office said if youre going to buy your own policy with these (health care) exchanges youll be paying 10 percent more ... about $2,100 more for a family.",1,health-care
"Because of the federal health care law, 300,000 health plans canceled in Florida.",1,health-care
The spillover violence (from Mexico) in Texas is real and it is escalating.,1,"crime,immigration"
"Under his leadership, more people in Wisconsin have access to health care.",1,"health-care,medicaid,message-machine-2014,poverty,public-health"
The auditor [for the city of Providence] was not locked out of access to the citys finances.,1,"city-budget,city-government,debt,deficit,economy,job-accomplishments,legal-issues,transparency"
There is majority support for the Democrats' health care plans.,1,health-care
"Under Gov. Kitzhaber, unemployment rose 65 percent, state spending went up 57 percent and personal incomes declined compared to the rest of the country.",1,economy
It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,1,"congress,elections,environment,government-regulation,campaign-advertising"
There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.,1,"abortion,families,government-regulation,health-care,public-health,public-safety,religion,science,state-budget,women"
We had the biggest drop of the rate of unemployment (in)all but 4 states.,1,"economy,history,job-accomplishments,jobs,labor,states,workers"
Grocery prices have risen significantly over the past year or so.,1,"agriculture,economy,history"
Harry Reid voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.,1,"crime,federal-budget,health-care,message-machine"
The United States Senate Democrats and Republicans (voted) to keep our government open.,1,"congressional-rules,federal-budget,health-care"
Tampa Bay isleading the state in jobs creation.,1,"economy,florida,jobs"
"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""",1,"economy,health-care,workers"
The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.,1,"economy,health-care,jobs"
Most of the (Affordable Care Act) has already in some sense been waived or otherwise suspended.,1,health-care
"If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.",1,"economy,labor,states,unions,workers"
"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",1,"economy,jobs"
"The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.",1,"economy,jobs"
Obamacare is costing 2 million jobs.,1,"health-care,jobs"
The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.,1,"county-government,food-safety,government-regulation,health-care"
"Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year.",1,"economy,jobs"
"Right now, one third of all illegal aliens are going to California.",1,immigration
Says Mark Pryor continues to insist that Obamacare is an amazing success.,1,health-care
Says three Ukrainians recently captured on a West Texas ranch are among individuals from countries that have strong terrorist ties being apprehended near the states border with Mexico.,1,"corrections-and-updates,crime,criminal-justice,foreign-policy,homeland-security,immigration"
The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,1,"economy,jobs"
Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,1,"health-care,legal-issues,message-machine"
Georgia has elected more African-American leaders than any other state in the country.,1,"diversity,elections"
"Because of violence spreading from Mexico, youve got bullets hitting the city hall in El Paso. Youve got bombs exploding in El Paso.",1,"crime,drugs,homeland-security,immigration"
"Says as a result of the national health care reform, the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.",1,health-care
Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,1,"crime,immigration"
President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.,1,"economy,jobs,stimulus"
"Washington, D.C., now has greater population than Wyoming and Vermont, more active duty military than 29 states, more tax revenue than 29 states (and) a larger domestic product than 27 states.",1,elections
Says Donald Trump brings in hundreds of foreign workers to replace Americans.,1,"immigration,labor"
"Says Scott Walkers defunding of Planned Parenthood left women across the state stranded with nowhere else to turn for cancer screenings, breast exams and birth control.",1,"abortion,families,health-care,public-health,sexuality,state-budget,women"
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",1,"health-care,medicaid"
Says U.S. greenhouse gas emissions are at 20-year lows.,1,"climate-change,corrections-and-updates,energy,science"
African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,1,"diversity,economy,jobs"
"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""",1,"health-care,workers"
U.S. Rep. John Barrows plan puts the IRS in charge of your health care.,1,health-care
"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",1,"economy,jobs"
Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,1,"economy,job-accomplishments,jobs"
Social Security took seven years before anybody got the first check.,1,"corrections-and-updates,health-care,social-security"
"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.",1,"florida-amendments,health-care,marijuana"
Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers werent needed.,1,"health-care,state-budget,women"
"Expanding Medicaid would require borrowing more money, drastically expanding our deficit.",1,"debt,deficit,federal-budget,health-care,medicaid"
Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies weve implemented.,1,"economy,jobs,stimulus"
Says real estate taxes were put in place to pay for Obamacare.,1,"health-care,taxes"
SaysTom Cotton voted against preparing America for pandemics like Ebola.,1,"ebola,message-machine-2014,public-health,voting-record"
"But for immigrants, we would have a contracting population...",1,"immigration,population"
"According to the most recent jobs report, weve got more Americans leaving the workforce than we have finding jobs.",1,"economy,jobs"
We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,1,"economy,florida,jobs"
"Says most illegal immigrants draw welfare benefits, theyre sending their kids to school, theyre using the public services.",1,"education,immigration,welfare"
"Texas AM University - Commerce offers counseling, safe spaces for students who are afraid of President-elect Trump.",1,"education,elections"
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,1,"taxes,technology"
"Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses.",1,economy
Says the pension and health benefits reform eliminated collective bargaining for health benefits.,1,"health-care,unions"
President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,1,immigration
The 2010 DREAM Act failed despite strong bipartisan support.,1,"bipartisanship,immigration"
There are more people living in this country who were not born here than at anytime in the history of the country.,1,immigration
The average age of the minimum wage worker is 35 years old.,1,"corporations,economy,government-regulation,income,labor,poverty,states,wealth,workers"
Undocumented immigrantspay $12 billion a year into Social Security.,1,"immigration,social-security"
"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",1,"immigration,terrorism"
Over half of the foreign-born population in Rhode Island is white.,1,"census,immigration"
Workers who pick produce in Georgias fields can make $12 to $18 an hour.,1,immigration
"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",1,"economy,jobs"
Only three in 10 Texas doctors are currently accepting new Medicaid patients.,1,"federal-budget,health-care,medicaid,public-health,state-budget"
"Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.",1,"health-care,state-budget,women"
1 in 4 Rhode Islanders under the age of 65 does not have health insurance.,1,health-care
"Says that in 2009, Jon Huntsman said that the Recovery Act wasnt large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now hes saying that he never supported it.",1,"economy,new-hampshire-2012,stimulus"
Oregon Health Plan rations covered procedures under certain circumstances,1,health-care
In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,1,health-care
Over 20 percent of the electorate is Hispanic in Florida.,1,elections
Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it.,1,"federal-budget,health-care,medicare"
Says Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,1,"federal-budget,health-care,taxes,welfare"
"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.",1,"federal-budget,health-care"
"Under Randi Shade, Austin has had the highest cost of living of any large Texas city.",1,economy
Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,1,economy
Prop 56 cheats schools out of at least $600 million.,1,"education,public-health,taxes"
"Savings that I achieved helped fund cameras on the border. As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.",1,"crime,immigration,state-budget,state-finances"
"Under Republican economic policies, the typical American family saw their incomes fall by about 6 percent.",1,"economy,families"
"If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.",1,"climate-change,energy,environment"
"Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan.",1,health-care
My husband didn't wrap up the nomination until June.,1,elections
25 percent of our economy is the financial sector.,1,"corporations,economy,financial-regulation,pundits"
Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,1,"elections,government-regulation"
Says Florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions.,1,"environment,transportation"
Toothpaste contains the poison substance of fluoride.,1,"public-health,science"
"A large number of the uninsured earn $75,000 or more a year.",1,health-care
"We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.",1,"energy,environment,abc-news-week"
"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",1,immigration
"In 40 years, 23,000 chemicals came on the market and only four were regulated.",1,"environment,public-health"
The party in the White House is responsible for a massive tax increase on the middle class.,1,"health-care,taxes"
Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,1,"economy,education"
Wendy Davis is fighting to bring ... Bloomberg-style gun control to Texas.,1,"elections,guns,states"
"Two weeks after signing a taxpayer protection pledge, (Charlie Crist) breaks it.",1,"public-health,state-budget,taxes"
"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",1,"campaign-finance,elections"
"John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.",1,"corrections-and-updates,debt,financial-regulation,health-care,taxes"
"In Virginias Medicaid program, approximately 30 percent, or $2.7 billion a year, is lost to waste, fraud and inefficiencies.",1,"health-care,medicaid"
